post,label
CONGRATULATIONS! FREE 2GB data is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/e/csl_ml_2GB,spam
"New & Exclusive Delights! Rs 4000 worth guaranteed free gifts from Zomato, MPL & my11circle ONLY on Vi. Recharge now with Rs 219 & above! Click bit.ly/ViRC20",spam
Nice,not_spam
Yes many times trends are very similar,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Reminder: Your LIC premium payment is due tomorrow at 2:15 PM.,not_spam
"Play FREE Rummy & Win Rs.2,00,000 today on Junglee Rummy! Also, Get Rs.5500 Welcome Bonus on first deposit! Download the app now: https://bit.ly/wow5500",spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
The principle of RSI stock selection,not_spam
Earlier it said account it blocked for pulse,not_spam
I bought 200 shares,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
4,not_spam
Ã¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸Â,not_spam
"Dear Customer, R&B store is buzzing with the Festive Offer! Shop for Rs. 3499 and get a Duffle Bag worth Rs. 2999 free. Hurry, visit us today! T&C.",spam
Joined,not_spam
Earn ₹904/day from home! No experience needed!,spam
Please check the WhatsApp group for the latest college fest update.,not_spam
E2E is up again .... No pending orders today,not_spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
The touch pad of my laptop is not working,not_spam
DoneÃ°ÂÂÂ,not_spam
Don't miss out on FREE SIM delivery of Airtel Prepaid! Now activate from the comfort of your home. Order today i.airtel.in/awj,spam
"Dear User, Vistor Id - 7538XXX. Loan Application is ready to be Processed for Rs.2,50,000. Direct Transfer to Bank A/C. Click - http://gmg.im/bgzjS5 Fast Loans",spam
""" Hindi , Gujarati,kannad ,English ,french itni language aati hai""",not_spam
Earn ₹393/day from home! No experience needed!,spam
Exclusive deal on your mobile recharge. Visit https://scamoffers.net now!,spam
Pre-approved for a ₹318 loan. Apply instantly!,spam
All the best for your GATE exam tomorrow!,not_spam
Foreign investors tend to cash out at market highs,not_spam
"Dads are superheroes who don't wear capes. This Father's Day gift your superhero a super gift from Shoppers Stop. Click bit.ly/SS_FD21 to shop now & get #WhatDadWants Choose from the latest in Mens Wear, Watches, Wallets, Fragrances and more + Get exciting offers online or on our app. T&C",spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Your Swiggy order is on the way. Tracking ID: 4803731422.,not_spam
"As a public figure, I can promise here",not_spam
Earn ₹984/day from home! No experience needed!,spam
Earn ₹202/day from home! No experience needed!,spam
"We can see that the percentage of Mega Winners is the highest in the Indian stock market, which means that if you are an investor and invest in the Indian stock market, then you have the highest probability of making huge profits.",not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"Enjoy 4GB data valid till your current pack validity.Also get EXTRA 2GB on your next recharge of Rs65 for your Airtel Mobile, only on Airtel Thanks App. Click i.airtel.in/rech_now",spam
Limited period offer: Get up to 38% cashback on Paytm.,spam
Foreign Exchange Market,not_spam
Let’s catch up this weekend at CP?,not_spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Let’s catch up this weekend at CP?,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
"Last chance to get 500 BONUS POINTS on shopping of Rs.3500 in a bill. Visit Shoppers Stop, Bannerghatta NOW! For details click bit.ly/SSbnpts .T&C",spam
Limited period offer: Get up to 15% cashback on Paytm.,spam
"Enjoy 1.5GB/day data, unlimited Local, STD & Roaming calls on any network and 100 SMS/day. Pack valid for 28 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App.",spam
Win a passport worth ₹271! Take part in our contest: http://bit.ly/winner,spam
Ok,not_spam
Yes now it's working after resetting the password,not_spam
"Please rest assured, the Indian stock market is about to soar again. Ã°ÂÂÂ",not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Pre-approved for a ₹525 loan. Apply instantly!,spam
Priya Upabokthave! ee SMS Vi ninnum aanu njangalude network upayogicha thangalude anubhavathe kurich 3 chodyagal chodhikyaan agrahikunnu. Marupadi SMS free aayrikkum. - Vodafone Idea,spam
Hi sir this is suman from shoppersstop u have the first citizen membership card with us but u not registered ur mail id with us we will be sending the communication of points balance and offer points credit and end of season sale etc so kindly can u send sms ur mail id so we will update and send the verification sms from shoppersstop,spam
"Dear Customer, Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points! To share your feedback, click https://bit.ly/3QfJ07p T&C",spam
Don't miss out on up to 1 Gbps speed & uninterrupted streaming. Switch to Airtel Xstream Fiber and get FREE router. T&C. Click u.airtel.in/unlimiteddata11,spam
"Don't miss out on FREE rewards on Airtel Thanks App. To claim your rewards, visit i.airtel.in/Thanks_rewards",spam
Laptop monitor not working,not_spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
Anyone wants to join SAU bangalore site implementation on Saturday?,not_spam
You got locked out ?,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
Joined....,not_spam
Pre-approved for a ₹676 loan. Apply instantly!,spam
As long as the tech stocks remain stable there's no need to worry,not_spam
Your Swiggy order is on the way. Tracking ID: 1834702352.,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
All the best for your GATE exam tomorrow!,not_spam
Meeting with HR has been shifted to 2:15 PM. Please check.,not_spam
Hello Your Unlimited pack MRP is expiring on2021-06-11 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4,spam
All the best for your GATE exam tomorrow!,not_spam
"From the chart pattern, in the 1H chart pattern, Nifty not only broke through the middle track resistance of the Bollinger Band (24,240 points), but also adjusted slightly this morning, retested the middle track of the Bollinger Band and reboundedÃ°ÂÂÂ",not_spam
Final notice: Pay your phone bill to avoid service disruption.,spam
"Alert! Your Unlimited pack is expiring on 28/10/21. Recharge with 1)299:4GB/D+UL,28D 2)399:1.5GB/D+UL,56D 3)599:1.5GB/D+UL,84D Click bit.ly/ViRC20",spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
Can you send the class notes from today’s lecture?,not_spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Team i have network issue,not_spam
The person you were calling at 10:30 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
"Every Click is rewarding when u shop at Pantaloons! Click tlux.in/mkFkj & Get EXTRA Rs750 OFF on your shopping, Use Code: PT750 TC. on shopping of Rs3499",spam
Pre-approved for a ₹100 loan. Apply instantly!,spam
Congratulations! You've won a jacket. Click here to claim: http://bit.ly/winner,spam
Don't miss out on unlimited entertainment with unlimited Wi-Fi! Get up to 1 Gbps speeds & 15+ OTTs with Airtel Xstream Fiber. Plans starting at just Rs 699! Book today & get a FREE router. i.airtel.in/Exclusiveoffer,spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Let’s catch up this weekend at CP?,not_spam
Win a passport worth ₹838! Take part in our contest: https://scamoffers.net,spam
"Don't miss out on unlimited entertainment with unlimited Wi-Fi! Get up to 1 Gbps speeds with Airtel Xstream Fiber to work, binge, play all at once. Plans starting at just Rs 499. i.airtel.in/Exclusiveoffer",spam
Thank u,not_spam
Limited period offer: Get up to 23% cashback on Paytm.,spam
Limited period offer: Get up to 71% cashback on Paytm.,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://scamoffers.net,spam
"Hi team, Wishing U and Ur Loved Ones Happy Dussehra.",not_spam
URGENT: Your SBI account will be suspended. Log in now at https://scamoffers.net,spam
""" Although the current market is facing short-term downward pressure, please keep confidence in the future. The Indian stock market has experienced a bull market for more than ten years, and this trend will not end easily. The development of the stock market often accumulates strength in adjustments and fluctuations, laying the foundation for the next round of rises.""",not_spam
"Data Alert! 69.29MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
Hi Rithika,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Thanks I've already sold it,not_spam
Win a jacket worth ₹177! Take part in our contest: http://promo.clicknow,spam
It has already risen over 7% and reached our second target price,not_spam
????,not_spam
Meeting with HR has been shifted to 2:15 PM. Please check.,not_spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Happy sankaranthi/ lohri/ Pongal/ gudi padava to all,not_spam
Yes did it,not_spam
Hi team anyone facing outlook issues ?,not_spam
Congratulations! You've won a jacket. Click here to claim: https://fraud-link.com,spam
Sso might be issue if you are not able to logging to snow,not_spam
What time?,not_spam
All the best for your GATE exam tomorrow!,not_spam
Okay,not_spam
Happy new year to all,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Exclusive invite only for FIRST CITIZEN members. Click bit.ly/SStprFg & Join us in this EXCLUSIVE LIVE in-store shopping experience today at 9 PM! Find out the Best Fragrances to own or gift this festive season only at Shoppers Stop's SHOWSTOPPERS streaming directly from the store to your screens!,spam
"Hey, are we still going to the chai spot near college today?",not_spam
Earn ₹466/day from home! No experience needed!,spam
Reminder: Your LIC premium payment is due tomorrow at 3:00 PM.,not_spam
24000 ce and 24000 pe both are will be 0 today expiry contract in nifty because i think nifty close around 24000 level,not_spam
Earn ₹825/day from home! No experience needed!,spam
All the best for your GATE exam tomorrow!,not_spam
??,not_spam
Pre-approved for a ₹474 loan. Apply instantly!,spam
This is a gentle reminder that your Vedix haircare Follow-up quiz is pending. Your feedback helps us check the compatibility of your current products and recommend any product change if necessary. These new recommended products will be sent to you for Free. Click here https://vedix.in/3l33poYZ2-p/KbqexVi to take the Follow-up questionnaire and give feedback right away.,spam
For the aspirants in our team,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Xausd sell are buy moment,not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 27/Kg,Sweet Corn Rs 14/Pc,Papaya Rs 27/Kg,Also at SMART &SMART Point store bit.ly/3iLAjlj 28Jul,TC",spam
Thanks to the assistant for the breakdown.,not_spam
"Athmave Poo is now on Wynk Music App. Don't miss out on Ad-free HD music with over 15 Mn songs, unlimited hellotunes & downloads with your Wynk Premium Subscription. Download today https://open.wynk.in/Inactive",spam
